id,from,subject,body,expected_priority
1149,sender249@example.com,New article you might enjoy,We published a new post on productivity habits for developers. Thought you might find it interesting.,LOW
1150,sender250@example.com,Upcoming webinar next Thursday,We are hosting a free webinar on machine learning basics next Thursday at 6pm. Register below.,LOW
1151,sender251@example.com,Flash sale ends tonight,Last chance to grab our flash sale deals. Everything must go before midnight. Shop now and save big.,LOW
1152,sender252@example.com,Your account summary for October,Here is a summary of your activity this month including logins feature usage and storage consumption.,LOW
1153,sender253@example.com,We just launched something new,Excited to share that we just launched our new mobile app. Download it today and let us know what you think.,LOW
1154,sender254@example.com,Top stories this morning,Good morning here are the top 5 stories you need to know today. From tech to business we have you covered.,LOW
1155,sender255@example.com,5 tips to improve your workflow,In this week edition we share five simple habits that can dramatically improve your daily productivity.,LOW
1156,sender256@example.com,Welcome to our community,Thank you for subscribing. We are thrilled to have you here. Expect weekly insights straight to your inbox.,LOW
1157,sender257@example.com,Exclusive travel deals just for you,Book your next vacation at unbeatable prices. Flights hotels and packages all discounted this week only.,LOW
1158,sender258@example.com,Version 3.2 is now available,We released a new version with bug fixes and performance improvements. Update now to get latest features.,LOW
1159,sender259@example.com,Someone liked your post,Your recent post received 23 likes and 5 comments. Log in to see what people are saying.,LOW
1160,sender260@example.com,Do not forget your workout today,Hey you have not logged a workout this week. Get back on track today. Your fitness goals are waiting.,LOW
1161,sender261@example.com,New episode just dropped,Our latest episode is live. This week we talk about the future of remote work and how to thrive in it.,LOW
1162,sender262@example.com,New collection just arrived,Our fall winter collection is here. Shop latest styles before they sell out. Free shipping over $50.,LOW
1163,sender263@example.com,Your investment portfolio update,Here is your monthly portfolio summary. Markets have been volatile but your long term outlook remains positive.,LOW
1164,sender264@example.com,Vote for the best project,Community voting for our annual hackathon is now open. Cast your vote and support your favorite team.,LOW
1165,sender265@example.com,New arrivals just landed,Check out our latest collection. Fresh styles for every occasion. Free delivery on orders over $40 this week.,LOW
1166,sender266@example.com,New shows added this week,We have added 15 new titles to our library this week including the new season of your favorite show.,LOW
1167,sender267@example.com,Your cashback for this month,Great news you earned $12.50 in cashback this month. Keep using your card to earn more rewards.,LOW
1168,sender268@example.com,Industry news this week,Here are the top stories from the industry this week. From funding rounds to product launches stay informed.,LOW
1169,sender269@example.com,New level pack available,A new level pack has been added to the game. 20 new challenges await. Download the update and start playing.,LOW
1170,sender270@example.com,You have unfinished books,You have 3 books in progress on your reading list. Pick up where you left off and keep your streak going.,LOW
1171,sender271@example.com,You have points expiring soon,Just a heads up that 500 of your reward points expire at end of this month. Use them before they are gone.,LOW
1172,sender272@example.com,Weekend weather forecast,Sunny skies expected this weekend with temperatures in the mid 70s. Great time to get outside.,LOW
1173,sender273@example.com,Volunteer opportunity this Saturday,We are hosting a community cleanup this Saturday morning. If you would like to volunteer please sign up.,LOW
1174,sender274@example.com,Recipe of the week,This week we are featuring a delicious one pot pasta recipe that takes only 20 minutes. Check it out.,LOW
1175,sender275@example.com,New coffee machine in the kitchen,Just letting everyone know that a new coffee machine has been installed in the kitchen. Instruction card on counter.,LOW
1176,sender276@example.com,Weekly trivia question is here,Can you answer this week trivia question? First person to reply correctly wins a $10 gift card.,LOW
1177,sender277@example.com,Your flight summary for October,You flew 3 flights last month and earned 4500 miles. Your total balance is now 22000 miles. Happy travels.,LOW
1178,sender278@example.com,Your photo memories from 3 years ago,We found some photos from this day 3 years ago. Take a look and relive the memories.,LOW
1179,sender279@example.com,Thank you for being a member,We just hit 10000 members in our community. Thank you for being part of this journey. Here is a small gift.,LOW
1180,sender280@example.com,Daily language lesson ready,Your Spanish lesson for today is ready. Practice for just 10 minutes a day and see amazing results.,LOW
1181,sender281@example.com,New replies in your thread,Someone replied to your post in the community forum. Log in to continue the conversation.,LOW
